coordinates,createdAt,created_at,customPrice,id,imageUrls,images,isUploaded,itemId,localImagePaths,pickupId,product.id,product.name,product.price,product.unit,quantity,supervisorPhoneNumber,totalPrice,weight,predicted_class,confidence,ensemble_details,blip_description,detection_method
,2025-04-17,,,07z07i2g0W8Zvs81OTPt,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1744894963620.jpg?alt=media&token=a7b6cdf5-de8a-4348-b0f6-2089a6d5c04e,,False,,,,0vi1ZAWMBbQ3Ms1G8wrA,Steel,40.0,WEIGHT,5.0,,200.0,0.0,a photo of a computer keyboard,0.759457528591156,4 models used,a close up of a keyboard with the keys missing,object_detection
,2025-05-20T13:43:21.032,,,08VLTnI8u3iNIly6e1iz,,,False,,/data/user/0/com.example.picker_app/cache/822344cf-a3a9-41ea-8457-19fef1ace9bf758822791408149742.jpg,,XQRzaEKu3O5EekUvBl1l,Metal Appliances Medium (Motor / Ceiling Fan),35.0,WEIGHT,7.4,,259.0,0.0,,0.0,,,
,2025-05-20T13:47:32.327,,,0AQ3l5c3wFGoGBzIztkw,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1748065844916.jpg?alt=media&token=46058ee8-448c-4c36-92cd-7ff5930924f8,,False,,/data/user/0/com.example.picker_app/cache/86790950-8d3b-40c7-8535-cd89fb4707ff6793285604110236917.jpg,,Yai7gpI6XM64OWk2a6KR,Iron,26.0,WEIGHT,10.0,,260.0,0.0,a photo of a used inverter battery,0.1454063355922699,4 models used,a large bag of white plastic sitting on a table,object_detection
,2025-05-20T13:46:31.976,,2.0,0AaAJQBITrBbvYaGPxbM,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1747732536219.jpg?alt=media&token=078a476d-7a58-4c8a-a74c-cc14ab06b371,,False,,/data/user/0/com.example.picker_app/cache/c34a99d4-40a7-4214-b81e-b517555ec7166150127312144819137.jpg,,damble.2,damble,2.0,weight,0.0,,24.2,12.1,a photo of a power stabilizer,0.11550816893577576,4 models used,a person is using a machine to make a piece of metal,object_detection
,2025-06-02T12:09:37.224,,,0AsxFX08PnxttaxL3dwz,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1748846420516.jpg?alt=media&token=e1f5e2d2-bd5d-4f4b-9e71-97f360c7cbf6,,True,,/data/user/0/com.example.picker_app/cache/a69a7f04-90b8-482d-87f9-ac301a6366231016416455382772899.jpg,,Tn1LRdBaFNHOKdGBd0AW,Newspaper,14.0,WEIGHT,9.0,,126.0,0.0,a phot of polythene bag of scrap,0.48622655868530273,4 models used,a person is painting a piece of paper,object_detection
,2025-05-20T13:44:14.203,,,0BVVeZvxbH2rZAKKcCoO,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1748065738458.jpg?alt=media&token=5b4198b1-4046-4350-9784-fac7fdf948fe,,False,,/data/user/0/com.example.picker_app/cache/89163edb-e382-40ca-8776-579f1d3138fe8861089034986183958.jpg,,eoufky9iVJEjhYYpkjA1,Aluminium,105.0,WEIGHT,4.1,,430.5,0.0,a photo of a used inverter battery,0.11326513141393661,4 models used,a broken stair in a room with a broken door,object_detection
,2025-05-20T13:44:14.203,,,0Fju9OwmFRzmvz0Ix5dl,,,False,,/data/user/0/com.example.picker_app/cache/89163edb-e382-40ca-8776-579f1d3138fe8861089034986183958.jpg,,eoufky9iVJEjhYYpkjA1,Aluminium,105.0,WEIGHT,4.1,,430.5,0.0,,0.0,,,
,2025-06-05T10:29:42.922,,,0KoFBGTNEE2fmqovnN0O,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1749101560484.jpg?alt=media&token=2221ec1e-9750-48ac-a7d9-a8ca2f2fbad8,,True,,/data/user/0/com.example.picker_app/cache/15474450-89d4-4d27-8357-7ebcd2047f101880522947.jpg,,FdfqthDCzeLk7HNolUtD,Books,12.0,WEIGHT,11.0,,132.0,0.0,a phot of polythene bags,0.4192170679569244,4 models used,a white sheet on the floor,object_detection
,2025-05-20T13:43:21.032,,,0KxLljymQ2CCujYXGFmo,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1748169793511.jpg?alt=media&token=3a78411b-00ef-411c-a631-be28ff99d34c,,False,,/data/user/0/com.example.picker_app/cache/822344cf-a3a9-41ea-8457-19fef1ace9bf758822791408149742.jpg,,XQRzaEKu3O5EekUvBl1l,Metal Appliances Medium (Motor / Ceiling Fan),35.0,WEIGHT,7.4,,259.0,0.0,a photo of a traditional stove (Chulha) scrap,0.28223215937614443,4 models used,a man is using a machine to make a piece of wood,object_detection
,2025-05-19T18:42:51.920,,,0L3UvmK97WGmjoOydI56,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1747713054665.jpg?alt=media&token=f5aede3b-f646-424c-80b0-4458c7d154de,,False,,/data/user/0/com.example.picker_app/cache/415a8088-c324-4dfd-a599-eb6f3e0075443235435580268995148.jpg,,eoufky9iVJEjhYYpkjA1,Aluminium,105.0,WEIGHT,16.0,,1680.0,0.0,a photo of a touchscreen mobile phone,0.5026639127731324,4 models used,a cell phone sitting on top of a table,object_detection
,2025-05-20T13:43:21.032,,,0L6QYp9TP7rz35WaLF1G,,,False,,/data/user/0/com.example.picker_app/cache/822344cf-a3a9-41ea-8457-19fef1ace9bf758822791408149742.jpg,,XQRzaEKu3O5EekUvBl1l,Metal Appliances Medium (Motor / Ceiling Fan),35.0,WEIGHT,7.4,,259.0,0.0,,0.0,,,
,2025-06-01T15:39:48.912,,,0O39yQ1rFAasXtBRYBn7,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1748772941623.jpg?alt=media&token=2d7ac871-08cb-40ab-b0ad-80314dc71fbd,,True,,/data/user/0/com.example.picker_app/cache/f1cbdf10-f580-4f10-a58a-da937ede9cc98327007533840347881.jpg,,Yai7gpI6XM64OWk2a6KR,Iron,26.0,WEIGHT,4.7,,122.2,0.0,a photo of air conditioner grill scrap,0.11069107018411159,4 models used,a metal bed frame with a metal frame,object_detection
,2025-05-20T13:44:14.203,,,0O4h0H0hI2qxey9y7Msh,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1747830502121.jpg?alt=media&token=85a8bfb2-9db1-4958-894f-e7c0a154b046,,False,,/data/user/0/com.example.picker_app/cache/89163edb-e382-40ca-8776-579f1d3138fe8861089034986183958.jpg,,eoufky9iVJEjhYYpkjA1,Aluminium,105.0,WEIGHT,4.1,,430.5,0.0,,0.0,,,
,2025-05-20T13:43:21.032,,,0S9XJ1CEgXpFp1bxLnOu,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1748064137777.jpg?alt=media&token=1fe4cf9e-0d52-4c3b-8cd2-7f961a79da3c,,False,,/data/user/0/com.example.picker_app/cache/822344cf-a3a9-41ea-8457-19fef1ace9bf758822791408149742.jpg,,XQRzaEKu3O5EekUvBl1l,Metal Appliances Medium (Motor / Ceiling Fan),35.0,WEIGHT,7.4,,259.0,0.0,a photo of a traditional stove (Chulha) scrap,0.28223215937614443,4 models used,a man is using a machine to make a piece of wood,object_detection
,2025-05-20T13:47:32.327,,,0Y3xO9OFgWbhHfT8LCPs,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1747831985453.jpg?alt=media&token=62803269-f68a-46c0-8be2-057dd8c29cbf,,False,,/data/user/0/com.example.picker_app/cache/86790950-8d3b-40c7-8535-cd89fb4707ff6793285604110236917.jpg,,Yai7gpI6XM64OWk2a6KR,Iron,26.0,WEIGHT,10.0,,260.0,0.0,a photo of a used inverter battery,0.1454063355922699,4 models used,a large bag of white plastic sitting on a table,object_detection
,2025-05-20T13:49:07.465,,,0ak3D7kNyGiPJ9n1CF8y,,,False,,/data/user/0/com.example.picker_app/cache/23f7c010-2795-49d5-8409-f1f48412a4722686840344295114900.jpg,,FdfqthDCzeLk7HNolUtD,Books,12.0,WEIGHT,2.8,,33.599999999999994,0.0,,0.0,,,
,2025-06-04T14:58:29.725,,,0c99lj2wqCXy6vRQ9nBv,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1749029636065.jpg?alt=media&token=4922c530-a613-48bd-9f05-5983afbbd3b0,,True,,/data/user/0/com.example.picker_app/cache/61bc26aa-52e2-4b51-ad95-3288279be53a863159453797190284.jpg,,Tn1LRdBaFNHOKdGBd0AW,Newspaper,14.0,WEIGHT,2.9,,40.6,0.0,a phot of polythene bag of scrap,0.4012277960777283,4 models used,a person sitting on the floor with a bag of food,object_detection
,2025-05-20T13:45:09.194,,,0fZ9o4XdLfpGYrmfmOR4,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1747991092630.jpg?alt=media&token=29a06425-698f-4d9c-ad67-290b5008110f,,False,,/data/user/0/com.example.picker_app/cache/decb2e0b-16f3-4c47-b216-d273a15a248b293324499167370541.jpg,,Ng8861YoJjTJGoDAsnES,Brass,305.0,WEIGHT,4.3,,1311.5,0.0,a photo of a used inverter battery,0.204185950756073,4 models used,a person is standing on a scale with a bag,object_detection
,2025-05-27T10:57:57.398,,,0kxOFRBdoESFiMliqpqt,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1748323842550.jpg?alt=media&token=4921ad82-bcd3-4a8b-bf55-aa128a0ff18f,,False,,/data/user/0/com.example.picker_app/cache/33725fb2-cf5f-426b-952a-5ff05de3ef966026155584294130068.jpg,,3ClvjTYJf19GGTT8iyO3,Clothes,2.0,WEIGHT,2.0,,4.0,0.0,a photo of an unknown object (Pilthoni),0.18683137893676757,4 models used,a laptop with a code on the screen,object_detection
,2025-05-20T13:43:21.032,,,0n5dFHpZvRQJUwzQK4az,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1748066021767.jpg?alt=media&token=a2bbbee8-da4e-4c5d-8f13-e85aadb6bfa1,,False,,/data/user/0/com.example.picker_app/cache/822344cf-a3a9-41ea-8457-19fef1ace9bf758822791408149742.jpg,,XQRzaEKu3O5EekUvBl1l,Metal Appliances Medium (Motor / Ceiling Fan),35.0,WEIGHT,7.4,,259.0,0.0,a photo of a traditional stove (Chulha) scrap,0.28223215937614443,4 models used,a man is using a machine to make a piece of wood,object_detection
,2025-06-04T14:37:58.746,,,0oXJiEMj6tkottsnS218,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1749028405470.jpg?alt=media&token=50e77c5b-3efa-4d1a-bea5-f56cc1821e8f,,True,,/data/user/0/com.example.picker_app/cache/32961a85-7256-4c26-b913-89ff8c01980e8880486573651894582.jpg,,IrE4epvkz3U8G8lSschj,Cardboard,8.0,WEIGHT,5.0,,40.0,0.0,a photo of cardboard boxes,0.4012377381324768,4 models used,a box with a sticker on it,object_detection
,2025-05-20T13:49:07.465,,,0ppVMvJkdN4oXKHnUfvc,,,False,,/data/user/0/com.example.picker_app/cache/23f7c010-2795-49d5-8409-f1f48412a4722686840344295114900.jpg,,FdfqthDCzeLk7HNolUtD,Books,12.0,WEIGHT,2.8,,33.599999999999994,0.0,,0.0,,,
,2025-05-20T13:49:07.465,,,0tJW5n1luoTcaxxuQZrd,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1748071856548.jpg?alt=media&token=9b54b9cc-986e-468d-a072-0c0073f24310,,False,,/data/user/0/com.example.picker_app/cache/23f7c010-2795-49d5-8409-f1f48412a4722686840344295114900.jpg,,FdfqthDCzeLk7HNolUtD,Books,12.0,WEIGHT,2.8,,33.599999999999994,0.0,a photo of a used inverter battery,0.2103092312812805,4 models used,a small scale with a box of food on it,object_detection
,2025-06-01T15:39:09.283,,,0wqPHYbf9BIEaAc3FutE,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1748772932352.jpg?alt=media&token=b22b3f02-3787-4c36-960c-8139122df44a,,True,,/data/user/0/com.example.picker_app/cache/2c6e82b6-e286-45ee-92d4-83f7c5f30e877589217498010955778.jpg,,,,,,2.7,,21.6,0.0,a phot of polythene bags,0.4467852056026459,4 models used,a bag of food sitting on a table,object_detection
,2025-05-20T13:45:09.194,,,0xwA6IdMiDWLjskbdD73,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1747824549019.jpg?alt=media&token=eeb90acc-f95f-45f3-80f7-0f8c98bdf518,,False,,/data/user/0/com.example.picker_app/cache/decb2e0b-16f3-4c47-b216-d273a15a248b293324499167370541.jpg,,Ng8861YoJjTJGoDAsnES,Brass,305.0,WEIGHT,4.3,,1311.5,0.0,a photo of a used inverter battery,0.204185950756073,4 models used,a person is standing on a scale with a bag,object_detection
,2025-05-20T13:44:14.203,,,0y5cZdCKdSsbQQIAajVJ,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1748250051824.jpg?alt=media&token=4b696091-9ea4-458b-b4a0-0c77eecd504b,,False,,/data/user/0/com.example.picker_app/cache/89163edb-e382-40ca-8776-579f1d3138fe8861089034986183958.jpg,,eoufky9iVJEjhYYpkjA1,Aluminium,105.0,WEIGHT,4.1,,430.5,0.0,a photo of a used inverter battery,0.11326513141393661,4 models used,a broken stair in a room with a broken door,object_detection
,2025-06-04T12:02:08.618,,,0ynlodxsfZ5A0RaGdit0,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1749019010724.jpg?alt=media&token=fb2fc37d-8482-454a-b3bd-87a22c8232e6,,True,,/data/user/0/com.example.picker_app/cache/d8ba8657-a74f-418d-a5c8-6ab52ea253003434529345919087794.jpg,,,,,,16.95,,237.3,0.0,a photo of mixed paper waste,0.1524221640895121,4 models used,a stack of papers sitting on top of a table,object_detection
,2025-05-20T13:49:07.465,,,0zteSVDbBi46ibGG2nmy,,,False,,/data/user/0/com.example.picker_app/cache/23f7c010-2795-49d5-8409-f1f48412a4722686840344295114900.jpg,,FdfqthDCzeLk7HNolUtD,Books,12.0,WEIGHT,2.8,,33.599999999999994,0.0,,0.0,,,
,2025-05-20T13:44:14.203,,,118cqoVTw4lhfcBOGth1,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1747806501394.jpg?alt=media&token=efa4892a-97e1-4371-a8b2-4d72cd1e97b2,,False,,/data/user/0/com.example.picker_app/cache/89163edb-e382-40ca-8776-579f1d3138fe8861089034986183958.jpg,,eoufky9iVJEjhYYpkjA1,Aluminium,105.0,WEIGHT,4.1,,430.5,0.0,a photo of a used inverter battery,0.11326513141393661,4 models used,a broken stair in a room with a broken door,object_detection
,2025-05-20T13:45:09.194,,,11cG8RLkKXGxJ9GTd0cE,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1748406476710.jpg?alt=media&token=3b4a01a3-9481-42fd-a86f-b85dcae0f0bb,,False,,/data/user/0/com.example.picker_app/cache/decb2e0b-16f3-4c47-b216-d273a15a248b293324499167370541.jpg,,Ng8861YoJjTJGoDAsnES,Brass,305.0,WEIGHT,4.3,,1311.5,0.0,a photo of a used inverter battery,0.204185950756073,4 models used,a person is standing on a scale with a bag,object_detection
,2025-05-20T13:47:32.327,,,15zFuspifG6Rs3Ys8sCi,,,False,,/data/user/0/com.example.picker_app/cache/86790950-8d3b-40c7-8535-cd89fb4707ff6793285604110236917.jpg,,Yai7gpI6XM64OWk2a6KR,Iron,26.0,WEIGHT,10.0,,260.0,0.0,,0.0,,,
,2025-06-01T12:48:26.930,,,1An8eBnRoLgeyueZO6CM,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1748762541735.jpg?alt=media&token=b2b1efe1-6586-4ce4-840f-b5b2710f34d9,,True,,/data/user/0/com.example.picker_app/cache/c704dd0d-c9cb-450e-8290-d8161f086862837394621700632700.jpg,,,,,,0.7,,10.5,0.0,a photo of an unknown object (Pilthoni),0.2839649975299835,4 models used,a person holding a yellow bag with a small computer inside,object_detection
,2025-05-20T13:45:09.194,,,1BTFSWxHwhb5CjbJOnDA,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1748066197198.jpg?alt=media&token=2cd9332e-6b20-44fa-85f7-bec293bf8479,,False,,/data/user/0/com.example.picker_app/cache/decb2e0b-16f3-4c47-b216-d273a15a248b293324499167370541.jpg,,Ng8861YoJjTJGoDAsnES,Brass,305.0,WEIGHT,4.3,,1311.5,0.0,a photo of a used inverter battery,0.204185950756073,4 models used,a person is standing on a scale with a bag,object_detection
,2025-05-20T13:49:07.465,,,1DCsKxfxev6YLYh3Qopp,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1748000369350.jpg?alt=media&token=dfafe1f5-ff07-4cf0-b437-cb4074a6c614,,False,,/data/user/0/com.example.picker_app/cache/23f7c010-2795-49d5-8409-f1f48412a4722686840344295114900.jpg,,FdfqthDCzeLk7HNolUtD,Books,12.0,WEIGHT,2.8,,33.599999999999994,0.0,a photo of a used inverter battery,0.2103092312812805,4 models used,a small scale with a box of food on it,object_detection
,2025-05-20T13:43:21.032,,,1DX3Clb5gZv6GDDWyBzs,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1747976411093.jpg?alt=media&token=bce4e7b7-c2f8-449e-8e4e-6d81d0eb436a,,False,,/data/user/0/com.example.picker_app/cache/822344cf-a3a9-41ea-8457-19fef1ace9bf758822791408149742.jpg,,XQRzaEKu3O5EekUvBl1l,Metal Appliances Medium (Motor / Ceiling Fan),35.0,WEIGHT,7.4,,259.0,0.0,a photo of a traditional stove (Chulha) scrap,0.28223215937614443,4 models used,a man is using a machine to make a piece of wood,object_detection
,,2025-04-14 11:35:46.425457,,,,,False,1EPmk5tvH5TKSoEkLaQx,/data/user/0/com.example.scrapuncle/cache/69f69ff4-bba3-4d29-abc4-1d9b766f6a538954906639461758171.jpg,,0vi1ZAWMBbQ3Ms1G8wrA,Steel,40.0,WEIGHT,10.0,,400.0,0.0,,0.0,,,
"12.9184905, 80.1864798",,2025-04-10 17:30:49.969327,1000.0,,,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1744296919298.jpg?alt=media&token=320e70e1-e02d-4dfb-839b-2b78483a868e,False,1HvvzNhUeuh38vc7mmCS,/data/user/0/com.example.scrapuncle/cache/56ff7d55-ce93-4b5c-9c1b-aa84d8569c468757003188140037398.jpg,,ADa5qjVDdAW0YIYD1Hlq,Fridge,1000.0,quantity,2.0,,2000.0,0.0,,0.0,,,
,2025-05-23T11:23:01.433,,,1JVnNrbyo74bZk8slAWR,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1747980049626.jpg?alt=media&token=bbd7b27c-e468-44cf-b268-8fcd1d3a386f,,False,,/data/user/0/com.example.picker_app/cache/1163a4e6-8d95-4a0c-b7e8-2a43aea31bdc3111595696719352762.jpg,,FdfqthDCzeLk7HNolUtD,Books,12.0,WEIGHT,19.0,,228.0,0.0,a photo of an LCD or LED screen,0.35306363105773925,4 models used,a large bag with a green light on it,object_detection
,2025-05-20T13:44:14.203,,,1L8nUsoHXIqA1j0E1A12,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1748256294444.jpg?alt=media&token=1c151119-c86b-44f5-9f80-5f5011032222,,False,,/data/user/0/com.example.picker_app/cache/89163edb-e382-40ca-8776-579f1d3138fe8861089034986183958.jpg,,eoufky9iVJEjhYYpkjA1,Aluminium,105.0,WEIGHT,4.1,,430.5,0.0,a photo of a used inverter battery,0.11326513141393661,4 models used,a broken stair in a room with a broken door,object_detection
,2025-05-20T13:44:14.203,,,1LO76Gk7IOKSj6rFYUuM,,,False,,/data/user/0/com.example.picker_app/cache/89163edb-e382-40ca-8776-579f1d3138fe8861089034986183958.jpg,,eoufky9iVJEjhYYpkjA1,Aluminium,105.0,WEIGHT,4.1,,430.5,0.0,,0.0,,,
,2025-05-20T13:43:21.032,,,1MHETbdx2RbtXJpO23WM,,,False,,/data/user/0/com.example.picker_app/cache/822344cf-a3a9-41ea-8457-19fef1ace9bf758822791408149742.jpg,,XQRzaEKu3O5EekUvBl1l,Metal Appliances Medium (Motor / Ceiling Fan),35.0,WEIGHT,7.4,,259.0,0.0,,0.0,,,
,2025-05-20T13:49:07.465,,,1OIyXYTqq8MeGmTV72lV,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1748157266416.jpg?alt=media&token=23652c7d-9b21-405c-96ca-168ea6e95b21,,False,,/data/user/0/com.example.picker_app/cache/23f7c010-2795-49d5-8409-f1f48412a4722686840344295114900.jpg,,FdfqthDCzeLk7HNolUtD,Books,12.0,WEIGHT,2.8,,33.599999999999994,0.0,a photo of a used inverter battery,0.2103092312812805,4 models used,a small scale with a box of food on it,object_detection
,2025-05-20T13:49:07.465,,,1PQvPGSXJiqqHaE7ts2L,,,False,,/data/user/0/com.example.picker_app/cache/23f7c010-2795-49d5-8409-f1f48412a4722686840344295114900.jpg,,FdfqthDCzeLk7HNolUtD,Books,12.0,WEIGHT,2.8,,33.599999999999994,0.0,,0.0,,,
,2025-05-20T13:44:14.203,,,1RCPul4QbDh9zHoE1LT7,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1747806005002.jpg?alt=media&token=f15f8679-633a-4c5d-acb2-36649bca1e6c,,False,,/data/user/0/com.example.picker_app/cache/89163edb-e382-40ca-8776-579f1d3138fe8861089034986183958.jpg,,eoufky9iVJEjhYYpkjA1,Aluminium,105.0,WEIGHT,4.1,,430.5,0.0,a photo of a used inverter battery,0.11326513141393661,4 models used,a broken stair in a room with a broken door,object_detection
,2025-05-20T13:47:32.327,,,1Ru2KLpiavSGGcJoFXG4,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1748000254388.jpg?alt=media&token=2b130ba1-8940-4451-92f9-0812fc97c07b,,False,,/data/user/0/com.example.picker_app/cache/86790950-8d3b-40c7-8535-cd89fb4707ff6793285604110236917.jpg,,Yai7gpI6XM64OWk2a6KR,Iron,26.0,WEIGHT,10.0,,260.0,0.0,a photo of a used inverter battery,0.1454063355922699,4 models used,a large bag of white plastic sitting on a table,object_detection
,2025-06-01T14:14:20.332,,,1U40v3LHIgXZquu9gCwj,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1748767745322.jpg?alt=media&token=3923d2a6-ce80-4adc-8df2-9edb45f975cf,,True,,/data/user/0/com.example.picker_app/cache/95c76b6f-6130-41c4-bf0a-91c67a9d1f628073638410422879636.jpg,,Yai7gpI6XM64OWk2a6KR,Iron,26.0,WEIGHT,5.1,,132.6,0.0,a photo of air conditioner grill scrap,0.40051847100257876,4 models used,a bunch of bags of food on the floor,object_detection
,2025-05-20T13:47:32.327,,,1U4UjHmXO41uwHakN9FR,https://firebasestorage.googleapis.com/v0/b/scrapuncle-452708.firebasestorage.app/o/items%2F1748071839546.jpg?alt=media&token=de52573c-b0b0-4af6-a413-0c63566126f7,,False,,/data/user/0/com.example.picker_app/cache/86790950-8d3b-40c7-8535-cd89fb4707ff6793285604110236917.jpg,,Yai7gpI6XM64OWk2a6KR,Iron,26.0,WEIGHT,10.0,,260.0,0.0,a photo of a used inverter battery,0.1454063355922699,4 models used,a large bag of white plastic sitting on a table,object_detection
